id,concept_id,source_term,target_term,locale,variants,rejected_forms,scope,register,translation_state
01353ac1-7604-5b69-8ed6-6b09f0d8a6b8,4af0507d-895f-5c64-bb9b-3815d8294278,confidence interval,interval kepercayaan,id-ID,"[""selang kepercayaan""]",[],statistics / Chapter 5 Section 5.2,academic,language_reviewed
015079d7-c390-5e46-bd8a-1ae72986ec38,461890ab-5bd3-57aa-89a0-ac5085741c09,primary branch,cabang utama,id-ID,[],[],probability / Chapter 3 Section 3.2,academic,language_reviewed
030614fc-c5dc-5dfe-b3d8-d83d7e61dbd3,6a643373-ce56-5b58-8d17-51f3a2b11c87,parameter of interest,parameter yang menjadi perhatian,id-ID,[],[],statistics / Chapter 5 Section 5.1,academic,language_reviewed
03d367b8-e97f-5bc4-b277-3ccd1c5d73b2,ab929532-9d43-5f66-a780-7b5b841625bf,probability of failure,peluang gagal,id-ID,"[""peluang kegagalan""]",[],statistics / Chapter 4 Section 4.3,academic,language_reviewed
04956d30-81a7-5568-bedb-c0bbebb0d27f,a4ca921b-c5b4-562f-a169-eb0714be8188,bell-shaped distribution,distribusi berbentuk lonceng,id-ID,"[""kurva berbentuk lonceng""]",[],statistics / Chapter 4 Section 4.3,academic,language_reviewed
04aefe22-d225-5151-ac3c-4280bdedcc77,ee859f84-8ccf-53e3-a464-cc2203fd915f,expected value,nilai harapan,id-ID,"[""ekspektasi""]",[],statistics / Chapter 4 Section 4.2,academic,language_reviewed
04fd5ef1-23ea-563d-9cb1-41e3cece22f1,93bdfd9a-6d25-579f-ba97-7fb9f7545374,multimodal,multimodal,id-ID,[],[],distribution shape,academic,translated
05844cca-a2da-5d69-9c43-a3db02cc25ad,bd20b26d-5ab9-5dee-b18c-7024aae0da4e,n choose k,n pilih k,id-ID,"[""kombinasi n ambil k""]",[],statistics / Chapter 4 Section 4.3,academic,language_reviewed
05e02d79-3b4b-59b9-9143-b401e133f235,af8dd830-2b94-51f6-8237-8b68232398d9,convenience sample,sampel kemudahan,id-ID,[],[],sampling and study design,academic,draft
0775a27c-0f62-5629-8fbf-fa833a4de95b,9c6fc71b-214c-5f9f-9be5-b47a1ba2ab25,loan amount,jumlah pinjaman,id-ID,[],[],loan data and figure label,academic,translated
0794effd-0627-58c4-b017-940b21edbc0a,8c40f798-fae7-5d0e-a0f4-7ee7049d6d45,conditional probability,peluang bersyarat,id-ID,[],[],probability / Chapter 3 Section 3.2,academic,language_reviewed
09060896-d098-533f-8671-26f7e18587e3,7131b35d-75bf-50f1-b84f-097a1a701603,infection rate,tingkat infeksi,id-ID,[],[],clinical outcome,academic,structurally_verified
0997154d-ea25-5c11-b1b6-d5eb4ab83016,95daced2-807a-5d48-afd8-5f09ba02c109,variable,variabel,id-ID,[],[],data structure,academic,draft
0a080577-04bc-53db-bdb4-43407e37de02,e9a6e4cc-caba-5bad-9309-d2886cfd92a0,contingency table,tabel kontingensi,id-ID,[],[],categorical data summary,academic,translated
0a328ab1-70b0-5d1a-8903-fdf36b7a6e18,1d7d9fe4-d2c0-59b6-b1bf-d611ddee54b6,exponential family,keluarga eksponensial,id-ID,[],[],confirmed future generalized-linear-model terminology control,academic,language_reviewed
0a770ce4-6a21-5c03-956c-b7b276428843,7ad0d4c2-d0c4-58cb-9125-663ee48ad159,outlier,pencilan,id-ID,[],[],descriptive statistics,academic,translated
0ab25d83-8449-54c6-90f3-bcea3b47850d,fc6851d4-6875-5227-bfdb-3afaa8eae19f,success,sukses,id-ID,"[""berhasil"",""keberhasilan""]",[],statistics / Chapter 4 Section 4.4,academic,language_reviewed
0ab32758-1997-5764-b1d9-741de9a93012,f8a6b8b8-6f26-54a7-b2de-52bb51b75e33,ordinal variable,variabel ordinal,id-ID,[],[],ordered categorical variable,academic,draft
0c0847bf-fc1e-54e1-a7cd-2d10fa366885,d11d357b-3425-53b0-a5a4-2768786cec24,condition,syarat,id-ID,"[""kondisi""]",[],statistics / Chapter 4 Section 4.3,academic,language_reviewed
0c84df08-d8f6-5cc5-85ed-68e235d4b5a8,fe859141-f19a-5d88-b7f4-34360b822120,normal curve,kurva normal,id-ID,"[""kurva distribusi normal""]",[],statistics / Chapter 4 Section 4.1,academic,language_reviewed
0f02b95d-34fb-594c-9078-fbeee10d10a2,9570cafa-9da5-5b72-8a43-73ce6acd9ca6,block,blok,id-ID,[],[],experimental design,academic,draft
0f0b5296-a115-59f2-bb82-e5d835567452,a1eded49-73c0-525a-9e14-4d91bc92c6a1,disjoint,saling lepas,id-ID,[],[],statistics / Chapter 4 Section 4.2,academic,language_reviewed
0fa4a15b-7a81-53ee-8a61-a1599d78ae3b,4550125d-421f-5173-aba9-e3b70e78b409,Addition Rule,Aturan Penjumlahan,id-ID,[],[],probability / Chapter 3,academic,language_reviewed
1248e5a3-0520-5f3b-a2d1-386d46fbe050,44c4e337-62e6-5316-aa57-04e6fd73269b,sample proportion,proporsi sampel,id-ID,[],[],statistics / Chapter 4 Section 4.2,academic,language_reviewed
12a3c30c-5e81-5bf5-8f41-52bd31e75be5,b9da995f-9c3e-519f-9b4d-7fcaede8a28b,exact binomial probability,peluang binomial eksak,id-ID,"[""probabilitas binomial eksak""]",[],statistics / Chapter 4 Section 4.3,academic,language_reviewed
12c0a067-8c13-5357-b7ca-dbcd7217f02d,04c149a0-23c2-5057-8c52-abd7a0ba75f0,discrete random variable,variabel acak diskret,id-ID,[],[],probability / Chapter 3 Section 3.4,academic,language_reviewed
1423f2ae-030b-58eb-85ba-592782c3d27a,38e12878-93c7-53d2-acc6-52afcfbe9bf7,treatment group,kelompok perlakuan,id-ID,[],[],experimental design,academic,draft
1432184d-a18a-5ed4-bfcb-ad6b97923a50,4d456438-03ab-5e27-80c1-3f6702f14fa2,clinical equipoise,ekuipoise klinis,id-ID,[],[],research ethics,academic,draft
1532b814-3a75-5b45-ad7f-5f1268f6b0cc,bb311d55-ff4e-5140-afd2-173b5615fa82,stratified sampling,pengambilan sampel berstrata,id-ID,[],[],sampling and study design,academic,draft
177cbf68-0785-58e4-80c8-fdb35182931c,b6bb62cf-4420-5fed-b07e-a8b214cc0a4c,data density,kepadatan data,id-ID,[],[],histogram,academic,translated
180dfe02-3b9a-564e-bbbb-e4b59a7fb549,1a8bdfc6-3122-5c5a-940f-40fe78cd1722,probability density function,fungsi kepadatan peluang,id-ID,"[""fungsi densitas peluang""]",[],probability / Chapter 3 Section 3.5,academic,language_reviewed
