id,qa_type,result,subject_id,witness_path,detail
0082c49d-1ebf-53fc-b5c8-bd779e3bfbe3,reproducibility,passed,76fde769-00ca-5b62-beb4-758042182d84,00_control/DECISION_LOG.md#D018; repo/ch_intro_to_data/figures/figureShowingBlocking/R011-B004_FIGURE_REPLAY.json,Decision D018 binds the canonical self-contained R producer and a separate source-equivalence vector renderer without using the authority PDF as input or claiming operator-identical base-R device output.
01a72b48-a5e7-5cbc-9e3b-af8b36f9071e,artifact,passed,3c7b35cb-6d4d-593f-83fb-823f691fe6c9,output/pdf/statistika-berbasis-data-batas-R011-B004.pdf; qa/b004-build/final-v5/main.log; qa/b004-build/final-v5/main-final.txt,"The hash-bound PDF has /Lang id-ID, exact UTF-16BE title/author/subject/keyword metadata, 3,405 valid named destinations, 2,475 internal GoTo links, 284 URI links, zero missing or invalid targets, unique Hfootnote.6/Hfootnote.7 on page 13, no encryption, attachments, JavaScript, or forms, and no hidden default-axis strings."
05f7fd34-5fc5-5169-b757-c491b59b4a9f,build,passed,1a4c76f8-d2b3-57b7-bd10-ac9d94980614,repo/ch_intro_to_data/figures/eoce/seattle_pet_names/REPLAY_RECEIPT.json#structural_qa.validation,"The MuPDF clean-save replacement passed mutool clean/info/pages/draw, strict pypdf, qpdf syntax checks, MiKTeX pdfTeX embedding smoke, and Poppler render/visual equivalence checks."
07c0e884-45c2-5210-9a0b-1ef6edff8529,finalization,passed,b9823605-b359-533a-9cb9-84628fa32225,qa/b008-backend-final-v3/exports/evidence/R011-B008_VISUAL_AUDIT_V3.json,The obsolete unsupplied final-V2 parameter is superseded by the exact complete final-V3 source/PDF/build/visual closure; admission remains a separate transaction.
08295e7c-9ec2-521a-8d02-b466df46de67,source,passed,aa6de920-293e-53d9-bae5-bdb90e35f8f4,qa/b005-backend/exports/evidence/R011-B005_ACCEPTED_SOURCE_IDENTITIES.json; qa/b005-backend/exports/evidence/R011-B005_SEMANTIC_AUDIT.json,"The final body, exercise, full solution file, Chapter 2 answer slice, and authority-exact Section 2.2 suffix are hash-bound to a zero-finding independent semantic re-audit and the accepted target-tree source gate."
09dce3f0-5ddf-5feb-89af-71177be24200,visual,passed,4855a03b-af6e-56cc-ad3b-7d0f5e26745e,qa/b008-backend/exports/evidence/R011-B008_ASSET_VISUAL_QA.md,All six localized one-page assets passed bounded visual inspection.
09ea5fad-e57c-56f1-968f-44bf530161a8,source,passed,4855a03b-af6e-56cc-ad3b-7d0f5e26745e,qa/b008-backend/exports/evidence/R011-B008_CANDIDATE_FREEZE_RECEIPT.json,"Eight exercises and four public answers are exact, natural id-ID frozen candidates with zero candidate defects."
0b3d3cea-2baa-5cf9-8500-f54b248adcaf,source,passed,aa6de920-293e-53d9-bae5-bdb90e35f8f4,00_control/ADVERSE_LEDGER.jsonl#R011-ADV-0051-R011-ADV-0064,"Ten B005 source/accessibility corrections are typed as ADV-0051..0058 and ADV-0063..0064; admitted B004R ADV-0059..0062 remain byte-semantically unchanged, and all are held for one end-of-corpus report."
0c407f7c-3e39-585d-8d65-170c52f30a1d,topology,passed,aa6de920-293e-53d9-bae5-bdb90e35f8f4,backend/exports/views/unit_hierarchy.csv; backend/exports/views/segments_locale.csv,"Chapter 2 opener, one section, eight subsections, 13 guided exercises, 20 end-of-section exercises, ten public odd answers, ten O001 even gaps, and non-overlapping translation segments are modeled."
10accdd3-3258-5c2f-b03a-4a9ea74e7f9a,artifact,passed,231de4a4-f904-50d9-bcb4-ec725d0b436b,output/pdf/statistika-berbasis-data-batas-R011-B001.pdf,"PDF has 423 pages, /Lang id-ID, localized title/author metadata, no encryption, no attachments, and no fatal/undefined/rerun errors."
15330993-e40c-5af2-9d74-1c23ee6a11d6,source,passed,d7955a56-864b-500a-a33b-7c476b342c7e,qa/R011-B007_SOURCE_GATE_QA.json,"The canonical source application passes 14/14 checks, 14/14 adversarial self-tests, and two deterministic read-only replays; no source or asset dependency remains."
15742654-34cd-5ac8-8104-9b5ad168a842,source,passed,60a2cb71-2aa1-5917-9379-f7f55474c01a,qa/R011-B004R_SOURCE_QA.json; qa/R011-B004R_TARGET_MANIFEST.tsv,"Final B004R source gate passed twice for 1,160 files / 40,831,611 bytes and excludes all forward B005-only deltas."
1882d58e-c910-5327-9d67-e97b7b2775be,topology,passed,d7955a56-864b-500a-a33b-7c476b342c7e,scratch/R011-B007-candidate/VALIDATION_RECEIPT.json,"Whole-file command, environment, label, reference, math, macro, and numeric-token sequences are preserved across the isolated translation."
1b206867-1277-5714-807c-454e4c7855cf,topology,passed,4855a03b-af6e-56cc-ad3b-7d0f5e26745e,qa/b008-backend/exports/evidence/R011-B008_CANDIDATE_FREEZE_RECEIPT.json,"Exercises 2.27-2.34, answers 2.27/2.29/2.31/2.33, and O001 gaps 2.28/2.30/2.32/2.34 are explicit and ordered."
1c7cef28-0b12-5dd8-84aa-db6503d60ee6,topology,passed,9cf167d5-4320-5a32-b56f-605c6e7ff489,backend/exports/views/exercises_answers.csv,"R011-B002 represents ten exercises in source order, five public appendix solutions, and five distinct O001 gaps for even exercises without public upstream answers."
1f1f3c50-6234-5b48-add2-19b7dc0e39f9,topology,passed,60a2cb71-2aa1-5917-9379-f7f55474c01a,backend/exports/views/exercises_answers.csv,Exercises 1.35-1.44 are ordered under the Chapter 1 review with five public odd answers and five explicit O001 gaps.
1ff206c0-7de6-5aad-a39a-d096c7ee1fc8,language,passed,60a2cb71-2aa1-5917-9379-f7f55474c01a,qa/R011-B004R_SEMANTIC_AUDIT.json; 00_control/DECISION_LOG.md#D020; qa/R011-B004R_SOURCE_QA.json#review.layout_reversal; qa/R011-B004R_PREFLIGHT.md; repo/ch_intro_to_data/TeX/review_exercises.tex,"The final source-verified D020 reflow removes the ineffective parts-list glue override, retains the zero-extra review end-of-exercise gap, and tightens only genuinely verbose Indonesian wording in exercises 1.41-1.44 sentence for sentence. An independent semantic audit caught and restored three details, and the final re-audit passed: every fact, variable, number, inference claim, question, citation, and exercise-answer relation is preserved; font size, leading, and list typography are unchanged. The accepted v5 build and visual admission prove that exercise 1.44(a)-(c) completes on page 39 before the Chapter 2 opener on page 40."
2096600e-3af2-51d1-bebf-58276569ca38,rights,passed,38d29400-2764-5109-a7fd-d245c7e52b17,repo/ch_intro_to_data/figures/B003_FIGURE_REPLAY.json; backend/exports/core/assets.jsonl; backend/exports/core/rights.jsonl,"Seven localized figures, seven authority producer sources, deterministic replay support, byte-identical photograph/data inputs, and quotation/excerpt exclusions are linked at the smallest component boundary."
25586498-d8aa-52d0-9d95-b5b597553085,source,passed,d7955a56-864b-500a-a33b-7c476b342c7e,scratch/R011-B007-candidate/VALIDATION_RECEIPT.json,The isolated candidate manifest binds every candidate file and the validation receipt replays twice with zero failures.
25e50dc9-ae78-5784-ac09-4425a316f9b2,topology,passed,c9faaa37-1ac5-54ae-b62f-1556d2b63374,backend/exports/core/units.jsonl,"One inline public answer, one public appendix solution, one no-public-answer exercise, and one O001 gap are represented distinctly."
2862956f-9233-538e-b5a8-dee5c85cee38,artifact,passed,a8a23f45-0dff-5b16-9969-c4824145de1e,output/pdf/statistika-berbasis-data-batas-R011-B003.pdf; qa/b003-build/final/main.log,"The hash-bound PDF has /Lang id-ID, exact author metadata, no encryption or attachments, 2,473 internal GoTo links and 284 URI links, zero missing GoTo targets, zero generated-English hits in B003 pages, and zero hidden default-axis strings."
28e25b84-10bf-50e7-abeb-96440b152366,rights,passed,9cf167d5-4320-5a32-b56f-605c6e7ff489,backend/exports/core/assets.jsonl; backend/exports/core/rights.jsonl,"Six localized figures, six localized R producers, target-only deterministic replay scripts/receipts, OpenIntro package authority, unvotes authority/data, iris-photo attribution, and Census acknowledgment are linked at component level."
